Qualification Code,Qualification Title,Qualification Status,Currency Period Start Date,Currency Period End Date,Extent,Scope Start Date,Scope End Date,NSW Delivery Approved,VIC Delivery Approved,QLD Delivery Approved,SA Delivery Approved,WA Delivery Approved,TAS Delivery Approved,NT Delivery Approved,ACT Delivery Approved,International Delivery Approved,Organisation Code,Legal Name,Business name(s),RTO Status,Registration Manager,Legal authority,Initial Registration Date,Registration Start Date,Registration End Date,Registration End Reason,Head Office Physical Address,Head Office location state,Latitude,Longitude,RTO Type,ABN,ACN,URL,CEO Contact Name,CEO Email,CEO Mobile,CEO Phone,Public Enquiries Contact name,Public Enquiries Contact role job title,Public Enquiries Group name,Public Enquiries Organisation,Public Enquiries Email,Public Enquiries Mobile,Public Enquiries Phone,Registration Enquiries contact name,Registration Enquiries Contact role job title,Registration Enquiries Email,Registration Enquiries Mobile,Registration Enquiries Phone,Current Restriction/Regulatory Decision
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,27/10/2023,17/06/2026,True,False,True,False,False,False,False,False,False,40952,ENTREPRENEUR EDUCATION PTY LTD,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/06/2014,18/06/2019,17/06/2026,,"L1-4 Chevron Renaissance
3240 Surfers Paradise Bou, Surfers Paradise, QLD, 4217",Queensland,-27.99959,153.4279,Education/training Business Or Centre: Privately Operated Registered Training Organisation,16165904496,165904496,http://www.entrepreneur.edu.au,Mrs Alison Hutchings,ceo@entrepreneur.edu.au,0419615635,0755386569,,,Administration,ENTREPRENEUR EDUCATION PTY LTD,admin@entrepreneur.edu.au,,0755386569,Mrs Alison Hutchings,Chief Executive Officer,ceo@entrepreneur.edu.au,0419615635,0755386569,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,27/10/2023,03/09/2026,True,True,True,True,True,True,True,True,False,41015,Australian Health and Horticulture Institute Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,05/09/2014,05/09/2019,03/09/2026,,"Suite 31 70-74 Phillip St, PARRAMATTA, NSW, 2150",New South Wales,-33.81296,151.00795,Education/training Business Or Centre: Privately Operated Registered Training Organisation,76169113900,169113900,,Ms NOUNOU SRITOH,admin@ahhi.edu.au,0422657983,0422657983,Ms NOUNOU SRITOH,Operations Manager,,Australian Health and Horticulture Institute Pty Ltd,admin@ahhi.edu.au,0422657983,0422657983,Ms NOUNOU SRITOH,Operations Manager,admin@ahhi.edu.au,0422657983,0422657983,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,22/09/2026,False,False,False,True,False,False,False,False,False,41026,TAFE SA,Australian Academy of Artisan Baking;Australian Arts and Design Academy;Regency International Centre;Sustainable Industries Education Centre;TAFE SA;TAFE South Australia,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,24/09/2014,24/09/2019,22/09/2026,,"120 Currie St, Level 2, ADELAIDE, SA, 5000",South Australia,-34.92424,138.59531,"Technical And Further Education Institute, Skills Institute Or Polytechnic",67828419300,,http://www.tafesa.edu.au/,Adam Simon Kilvert,adam.kilvert@tafesa.edu.au,0418907276,0418907276,,,TAFE SA Information,TAFE SA,info@tafesa.edu.au,1800882661,1800882661,Mr Mark Croft,"Director, RTO Quality and Compliance",TAFESARegistrations@tafesa.edu.au,0427271597,0882073643,True
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,30/09/2026,True,True,True,True,True,True,True,True,False,41030,Macallan College Pty Ltd,Macallan College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/10/2014,01/10/2019,30/09/2026,,"155 Wellington Rd, EAST BRISBANE, QLD, 4169",Queensland,-27.48153,153.04119,Education/training Business Or Centre: Privately Operated Registered Training Organisation,36165356141,165356141,http://www.macallan.edu.au,Mrs. Debbie Phipps,deb.p@macallan.edu.au,0412093255,(07)31647058,Ms. Paige SEPPANEN,National Office Registrar,,Macallan College Pty Ltd,paige.s@macallan.edu.au,,0731647051,Mrs. Debra Phipps,CEO,headoffice@macallan.edu.au,,(07)31647058,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,26/10/2024,True,True,True,True,True,True,True,True,False,41041,AUSTRALIAN ASSOCIATION OF EDUCATION & RESEARCH PTY LTD,Australian Institute of Language and Further Education,Current (re-registration pending),Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/10/2014,27/10/2019,26/10/2024,"Registration period expired, registration is taken to continue while a renewal application is considered.","Level 3, 100-104 Murray Street, Perth, WA, 6000",Western Australia,-31.95367,115.86234,Education/training Business Or Centre: Privately Operated Registered Training Organisation,49168023961,168023961,http://www.ailfe.wa.edu.au,Mrs Parvathy Velaitham,shantha.velaitham@ailfe.wa.edu.au,0426842801,0426842801,Ms Ting Ren,Director,,AUSTRALIAN ASSOCIATION OF EDUCATION & RESEARCH PTY LTD,info@ailfe.wa.edu.au,0414700982,0892211668,Mrs Parvathy Velaitham,Principal Executive Officer,shantha.velaitham@ailfe.wa.edu.au,0426842801,0426842801,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,08/02/2027,False,True,False,False,False,True,False,False,False,41089,M.S AVIATION PTY LTD,Australian School Of Commerce,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,09/02/2015,09/02/2020,08/02/2027,,"Level 4, 123-129 Lonsdale St, MELBOURNE, VIC, 3000",Victoria,-37.80954,144.96822,Education/training Business Or Centre: Privately Operated Registered Training Organisation,87160483447,160483447,https://www.asoc.edu.au/,Mr Sukhdeep Singh,australianschoolofcommerce@gmail.com,,1300781194,Mr Sukhdeep Singh,Chief Executive Officer,,M.S AVIATION PTY LTD,australianschoolofcommerce@gmail.com,,1300781194,Mr Sukhdeep Singh,Chief Executive Officer,australianschoolofcommerce@gmail.com,,1300781194,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,22/02/2027,False,True,False,False,False,False,False,False,False,41090,WINDSOR COLLEGE PTY LTD,Smart English Melbourne;Windsor College Australia,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/02/2015,23/02/2020,22/02/2027,,"Level 2 310 King St, MELBOURNE, VIC, 3000",Victoria,-37.8189,144.95719,Education/training Business Or Centre: Privately Operated Registered Training Organisation,93602498055,602498055,http://windsorcollege.edu.au/,Mrs Sandhya Alladi,ceo@windsorcollege.edu.au,0413191216,0396630272,Mrs Sandhya Alladi,Chief Executive Officer,,WINDSOR COLLEGE PTY LTD,ceo@windsorcollege.edu.au,0413191216,0396630272,Mrs Sandhya Alladi,Chief Executive Officer,ceo@windsorcollege.edu.au,0413191216,0396630272,True
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,15/03/2027,True,True,True,True,True,True,True,True,False,41102,Australian International Training College Pty Ltd,Global Institute,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/03/2015,16/03/2020,15/03/2027,,"Level 7 140 Elizabeth St, SYDNEY, NSW, 2000",New South Wales,-33.87499,151.20762,Education/training Business Or Centre: Privately Operated Registered Training Organisation,35601110178,601110178,http://www.globalinstitute.edu.au,Mr. Victor Congerton,principal@globalinstitute.edu.au,0418255836,0280768000,Mr. Victor Congerton,Chief Executive Officer,,Australian International Training College Pty Ltd,principal@globalinstitute.edu.au,0418255836,0280768000,Mr. Victor Congerton,Chief Executive Officer,principal@globalinstitute.edu.au,0418255836,0280768000,True
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,25/03/2027,True,False,False,False,False,False,False,False,False,41104,AUSTRALIAN TRAINING AND EDUCATION COLLEGE PTY LTD,Australian Training And Education College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,26/03/2015,26/03/2020,25/03/2027,,"Unit 2 1 Bounty Cl, TUGGERAH, NSW, 2259",New South Wales,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,11159782073,159782073,http://www.atec.nsw.edu.au,Mr Bruno Tini,bruno@atec.nsw.edu.au,0418104333,0418104333,,,ATEC Management,AUSTRALIAN TRAINING AND EDUCATION COLLEGE PTY LTD,admin@atec.nsw.edu.au,,0258500300,Mr Bruno Tini,CEO/PEO,bruno@atec.nsw.edu.au,0418104333,0418104333,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,30/12/2025,True,True,True,True,True,True,True,True,False,4112,Acknowledge Education Pty Ltd,Acknowledge Creativity;Australian Surf Industry Training School;Front Cooking School;Melbourne Language Centre;Stott's College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/08/1991,31/12/2018,30/12/2025,,"166-172 Exhibition St, MELBOURNE, VIC, 3000",Victoria,-37.81165,144.97046,Education/training Business Or Centre: Privately Operated Registered Training Organisation,15005596565,005596565,https://www.acknowledgeeducation.edu.au/,Mr Chien Vu,chien.vu@ae.edu.au,0424383868,0396633399,Public Enquiries,Enquiries,,Acknowledge Education Pty Ltd,study@ae.edu.au,,0396633399,Mrs Laetitia Markram,Chief Financial Officer,laetitia.markram@ae.edu.au,,0396633399,True
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,20/04/2029,True,True,True,True,True,True,True,True,False,41126,Gen Institute Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/04/2015,21/04/2022,20/04/2029,,"Basement 416-420 Collins St, MELBOURNE, VIC, 3000",Victoria,-37.81707,144.96035,Education/training Business Or Centre: Privately Operated Registered Training Organisation,36155887764,155887764,http://www.gen.edu.au,Mr Dawood Shaik,info@gen.edu.au,452654436,396422193,Mr Dawood Shaik,CEO,,Gen Institute Pty Ltd,info@gen.edu.au,452654436,396422193,Mr Dawood Shaik,CEO,info@gen.edu.au,452654436,396422193,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,27/04/2029,True,True,True,True,True,True,True,True,False,41128,TRAINING ORGANISATION NSW PTY LTD,DARWIN INSTITUTE OF TECHNOLOGY,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/04/2015,28/04/2022,27/04/2029,,"37 Gregory St, PARAP, NT, 0820",Northern Territory,-12.43174,130.84453,Education/training Business Or Centre: Privately Operated Registered Training Organisation,92164452411,164452411,http://www.dit.edu.au,Ms Lipika Punjwani,ceo@dit.edu.au,0478836398,0478836398,Ms Lipika Punjwani,CEO,,TRAINING ORGANISATION NSW PTY LTD,ceo@dit.edu.au,0478836398,0478836398,Ms Lipika Punjwani,CEO,ceo@dit.edu.au,0478836398,0478836398,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,25/03/2029,True,True,True,True,True,True,True,True,False,41138,Brighton Pacific Pty. Ltd,Australia Institute of Business and Technology,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,04/05/2015,26/03/2022,25/03/2029,,"Level 3, 18 Mount Gravatt-Capalaba Road, Upper Mount Gravatt, QLD, 4122",Queensland,-27.55923,153.0821,Education/training Business Or Centre: Privately Operated Registered Training Organisation,37168731048,168731048,http://www.aibtglobal.edu.au,Ms. Fiona Kee,f.kee@aibtglobal.edu.au,406060860,+61286096676,Dr Charles Dejsakultorn,Chief Compliance Officer,,Brighton Pacific Pty. Ltd,c.dejsakultorn@aibtglobal.edu.au,,+61468702814,Dr Charles Dejsakultorn,Chief Compliance Officer,c.dejsakultorn@aibtglobal.edu.au,,+61468702814,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,02/02/2023,06/05/2029,True,True,True,True,True,True,True,True,False,41144,AUSTRALASIAN INTERNATIONAL ACADEMY PTY. LTD.,Australasian International Academy Pty Ltd,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,07/05/2015,07/05/2022,06/05/2029,,"Level 5 545-553 Kent St, SYDNEY, NSW, 2000",New South Wales,-33.87383,151.20564,Education/training Business Or Centre: Privately Operated Registered Training Organisation,35167358910,167358910,https://aiacademy.edu.au/,Ms Srabonti Ashrafi,ceo@aiacademy.edu.au,0403073666,1300242669,Mr. Subansh Shah,Administration,,AUSTRALASIAN INTERNATIONAL ACADEMY PTY. LTD.,admin@aiacademy.edu.au,,1300242669,Mr. Subansh Shah,Administration,admin@aiacademy.edu.au,,1300242669,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,18/05/2029,True,True,True,True,True,True,True,True,False,41160,Skills International Pty Ltd,AUSTRALIAN ACADEMY OF ENGLISH;Australian National Institute of Education,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,19/05/2015,19/05/2022,18/05/2029,,"Unit 2 197 Prospect Hwy, SEVEN HILLS, NSW, 2147",New South Wales,-33.77163,150.93798,Education/training Business Or Centre: Privately Operated Registered Training Organisation,54603488526,603488526,http://www.anie.edu.au,Mr Chander Mohan Sareen,chander@cnrservices.com.au,0405123604,1300812355,Mr Chander Mohan Sareen,Director,,Skills International Pty Ltd,chander@cnrservices.com.au,0405123604,1300812355,Mr Chander Mohan Sareen,Director,chander@cnrservices.com.au,0405123604,1300812355,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,07/05/2024,02/06/2029,True,False,False,False,False,False,False,False,False,41166,Medical Training and Development Pty Ltd,Medicus College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,03/06/2015,03/06/2022,02/06/2029,,"Suite 1 Level 2 224-238 George St, LIVERPOOL, NSW, 2170",New South Wales,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,39602505475,602505475,http://www.medicus.edu.au,Mr A N Hussain Ahmed,anhahmed@yahoo.com,0411271099,0403608242,Mr A N Hussain Ahmed,CEO,,Medical Training and Development Pty Ltd,ahmed.hossain@medicus.edu.au,,0414945344,Mr A N Hussain Ahmed,CEO,ahmed.hossain@medicus.edu.au,,0414945344,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,08/06/2029,False,False,True,False,False,False,False,False,False,41171,INTERNATIONAL FITNESS INSTITUTE PTY LTD,Page Institute,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,09/06/2015,09/06/2022,08/06/2029,,"Suite 10 107 Miles Platting Rd, EIGHT MILE PLAINS, QLD, 4113",Queensland,-27.5772,153.09742,Education/training Business Or Centre: Privately Operated Registered Training Organisation,80160673398,160673398,http://www.pageinstitute.edu.au,Mr Hiren Rana,hrana@pageinstitute.edu.au,0731507319,0731507319,,,Student Administration,INTERNATIONAL FITNESS INSTITUTE PTY LTD,hrana@pageinstitute.edu.au,,0731507319,Mr Hiren Rana,CEO,hrana@pageinstitute.edu.au,0731507319,0731507319,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,19/01/2023,15/06/2029,True,True,True,True,True,True,True,True,False,41177,Choice Academic College Pty Ltd,LINCOLN INTERNATIONAL COLLEGE AUSTRALIA,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/06/2015,16/06/2022,15/06/2029,,"7 Hassall St, PARRAMATTA, NSW, 2150",New South Wales,-33.8186,151.00791,Education/training Business Or Centre: Privately Operated Registered Training Organisation,66604262044,604262044,,Mr Dipendra Sharma Poudel,director@cacademic.edu.au,0423862885,0423862885,Mr Dipendra Sharma Poudel,Chief Executive Officer,,Choice Academic College Pty Ltd,director@cacademic.edu.au,0423862885,0423862885,Mr Dipendra Sharma Poudel,Chief Executive Officer,director@cacademic.edu.au,0423862885,0423862885,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,13/10/2022,16/06/2029,True,True,True,True,True,True,True,True,False,41178,LEXIS ASIA PTY. LTD.,LEXIS TESOL TRAINING CENTRES;Lexis Training;the beauty house academy;THE CULINARY ACADEMY,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/06/2015,17/06/2022,16/06/2029,,"Level 12 288 Edward St, BRISBANE CITY, QLD, 4000",Queensland,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,91164073385,164073385,https://lexis-training.com/,Mr Ian Pratt,ipratt@lexisenglish.com,(07)54474448,(07)54474448,,,Lexis Training,LEXIS ASIA PTY. LTD.,lttc@lexisenglish.com,,0754792272,Mrs. Prescilla Woodley-Laigle,Operations Manager,pwoodley@lexisenglish.com,0404742728,0730028588,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,18/06/2029,False,False,False,True,True,False,False,False,False,41183,DYNAMIC EDUCATION GROUP PTY LTD,Keystone College of Business and Technology,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,19/06/2015,19/06/2022,18/06/2029,,"Level 7 251 Adelaide Tce, PERTH, WA, 6000",Western Australia,-31.95813,115.86609,Education/training Business Or Centre: Privately Operated Registered Training Organisation,86602752358,602752358,http://www.kcbt.edu.au,Mrs Rohini Modgill,rohini.modgill@kcbt.edu.au,0415872050,(08)92211261,Mrs Rohini Modgill,CEO,,DYNAMIC EDUCATION GROUP PTY LTD,rohini.modgill@kcbt.edu.au,0415872050,(08)92211261,Mrs Rohini Modgill,CEO,rohini.modgill@kcbt.edu.au,0415872050,(08)92211261,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,06/07/2029,True,True,True,True,True,True,True,True,True,41204,SYDNEY METRO COLLEGE PTY LTD,Sydney Metro College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,07/07/2015,07/07/2022,06/07/2029,,"Level 2 16-22 Wentworth Ave, Surry Hills, NSW, 2010",New South Wales,-33.87798,151.21179,Education/training Business Or Centre: Privately Operated Registered Training Organisation,57169281501,169281501,,Mr Ram Krishna Shrestha,ram@sydneymetrocollege.edu.au,0425327953,0425327593,Mr Ram Krishna Shrestha,Chief Executive Officer,,SYDNEY METRO COLLEGE PTY LTD,ram@sydneymetrocollege.edu.au,0425327953,0425327593,Mr Ram Krishna Shrestha,Principal Executive Officer,ram@sydneymetrocollege.edu.au,0425327953,0425327593,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,16/07/2029,True,False,False,False,False,False,False,False,False,41215,AUSTRALIAN INTERNATIONAL COLLEGE PTY LTD,Australian International College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/07/2015,17/07/2022,16/07/2029,,"Ground Floor, 38 College Street, Darlinghurst, NSW, 2010",New South Wales,-33.87664,151.21252,Education/training Business Or Centre: Privately Operated Registered Training Organisation,17122041267,122041267,http://www.aic.nsw.edu.au/,Dr Stephen Peter Rainer,peo@aic.nsw.edu.au,0411483665,0293809888,Dr Stephen Peter Rainer,CEO / PEO,,AUSTRALIAN INTERNATIONAL COLLEGE PTY LTD,peo@aic.nsw.edu.au,0411483665,0293809888,Dr Stephen Peter Rainer,CEO / PEO,peo@aic.nsw.edu.au,0411483665,0293809888,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,16/10/2031,True,True,True,True,True,True,True,True,False,41220,NEW ENGLAND SCHOOL OF ENGLISH PTY. LTD.,New England College GC,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,14/07/2015,17/10/2024,16/10/2031,,"155 Wellington Rd, EAST BRISBANE, QLD, 4169",Queensland,-27.48152,153.04118,Education/training Business Or Centre: Privately Operated Registered Training Organisation,48601385728,601385728,http://www.necgc.edu.au,Mr Marc Harris,marc@nec.edu.au,0438173428,(03)95966488,Mr Marc Harris,Chief Executive Officer,,NEW ENGLAND SCHOOL OF ENGLISH PTY. LTD.,marc@nec.edu.au,0438173428,(03)95966488,Mr Marc Harris,Chief Executive Officer,marc@nec.edu.au,0438173428,(03)95966488,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,21/12/2022,28/07/2029,True,True,True,True,True,True,True,True,False,41228,Manigram Pty Ltd,Axis Institute,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,03/08/2015,03/08/2022,28/07/2029,,"18 Finchley St, MILTON, QLD, 4064",Queensland,-27.466004,153.006149,Education/training Business Or Centre: Privately Operated Registered Training Organisation,37134396320,134396320,,Mr Rupesh Pathak,r.pathak@axisinstitute.edu.au,421501437,0721023553,Mr Kishor Adhikari,RTO Manager,,Manigram Pty Ltd,k.adhikari@axisinstitute.edu.au,,0283587277,Mr Kishor Adhikari,RTO Manager,k.adhikari@axisinstitute.edu.au,,0283587277,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,17/01/2024,12/08/2031,True,True,True,True,True,True,True,True,False,41244,Pacific College Sydney Pty Ltd,Pacific College Sydney,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,13/08/2015,13/08/2024,12/08/2031,,"47 Rickard Rd, BANKSTOWN, NSW, 2200",New South Wales,-33.914311,151.037564,Education/training Business Or Centre: Privately Operated Registered Training Organisation,50600338396,600338396,https://www.pacific.edu.au,Ms Nasima Akter,nasima@pacific.edu.au,0469227184,0469227184,Ms Nasima Akter,General Enquiries,,Pacific College Sydney Pty Ltd,nasima@pacific.edu.au,0469227184,0469227184,Ms Nasima Akter,Registration Enquiries,nasima@pacific.edu.au,0469227184,0469227184,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,16/04/2024,20/08/2029,True,False,False,False,False,False,False,False,False,41253,Student Development and Learning (SDL) Academy Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/08/2015,21/08/2022,20/08/2029,,"Suite 603 Level 6 2 Meredith St, BANKSTOWN, NSW, 2200",New South Wales,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,95155625924,155625924,http://www.scsb.nsw.edu.au,Mr Yasinur Rahman,principal@scsb.nsw.edu.au,0433313241,(02)96333287,Mr Iqbal Ahmad Malik,PEO,,Student Development and Learning (SDL) Academy Pty Ltd,principal@scsb.nsw.edu.au,0402399368,0296333287,Mr Iqbal Ahmad Malik,PEO,principal@scsb.nsw.edu.au,0402399368,0296333287,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,02/09/2029,True,True,True,True,True,True,True,True,False,41264,Mercury Institute of Victoria Pty Ltd,Mercury Institute of Victoria,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,03/09/2015,03/09/2022,02/09/2029,,"Level 1, 117 Lonsdale Street, Melbourne, VIC, 3000",Victoria,-37.8106,144.9688,Education/training Business Or Centre: Privately Operated Registered Training Organisation,56502487324,600573546,http://www.mercury.edu.au,Mr Yang Li,liyang@mercury.edu.au,0401631138,0396540101,Mr. Yang Li,Chief Executive Officer,,Mercury Institute of Victoria Pty Ltd,admissions@mercury.edu.au,,0396540101,Mr Yang Li,Chief Executive Officer,liyang@mercury.edu.au,0401631138,0396540101,True
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,07/09/2029,False,False,False,False,True,False,False,False,False,41279,PERTH TECHNICAL COLLEGE PTY LTD,Australian Technical College Western Australia,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,08/09/2015,08/09/2022,07/09/2029,,"Grnd & Lvl 1, 2-8 Francis St, PERTH, WA, 6000",Western Australia,-31.94883,115.86225,Education/training Business Or Centre: Privately Operated Registered Training Organisation,34157852367,157852367,,Mr Gurjant Sangha,g.sangha@atc.wa.edu.au,0422243486,0863778270,Mr Asif Ali,Director of Operations,,PERTH TECHNICAL COLLEGE PTY LTD,business@atc.wa.edu.au,0452345590,0863778270,Mr Asif Ali,Director of Operations,business@atc.wa.edu.au,0452345590,0863778270,True
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,29/09/2029,True,True,True,True,True,True,True,True,False,41297,Choice Business College Pty Ltd,CHOICE BUSINESS COLLEGE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,30/09/2015,30/09/2022,29/09/2029,,"Level 7 541 Kent St, SYDNEY, NSW, 2000",New South Wales,-33.87294,151.20489,Education/training Business Or Centre: Privately Operated Registered Training Organisation,28130302000,130302000,http://cbc.edu.au,Ms Yunyun You,dori@cbc.edu.au,0491090552,0491090552,,,Choice Business College,Choice Business College Pty Ltd,info@cbc.edu.au,,0296306999,Ms Yunyun You,CEO,dori@cbc.edu.au,0491090552,0491090552,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,10/10/2029,True,True,True,True,True,True,True,True,False,41310,Crown Education Pty Ltd,Trinity Institute (Australia),Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/10/2015,11/10/2022,10/10/2029,,"Level 1 43 Hunter St, PARRAMATTA, NSW, 2150",New South Wales,-33.81698,151.00333,Education/training Business Or Centre: Privately Operated Registered Training Organisation,52607452657,607452657,http://www.trinityinstitute.edu.au,Ms. Anne Murray-Bergan,anne@trinityinstitute.edu.au,,1300980497,Ms. Anne Murray-Bergan,Chief Executive Officer,,Crown Education Pty Ltd,anne@trinityinstitute.edu.au,,1300980497,Ms. Anne Murray-Bergan,Chief Executive Officer,anne@trinityinstitute.edu.au,,1300980497,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,20/10/2029,True,True,True,True,True,True,True,True,False,41322,THE EARLY CHILDHOOD LEARNING COMPANY PTY. LTD.,Astral Skills Institute of Australia,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/10/2015,21/10/2022,20/10/2029,,"Level 9 79 George St, PARRAMATTA, NSW, 2150",New South Wales,-33.814766,151.006898,Education/training Business Or Centre: Privately Operated Registered Training Organisation,80600951264,600951264,http://www.asia.edu.au,Ms Ankita Gohil,ceo@asia.edu.au,0403143543,0403143543,Ms Ankita Gohil,CEO,,THE EARLY CHILDHOOD LEARNING COMPANY PTY. LTD.,ceo@asia.edu.au,0403143543,0403143543,Ms Ankita Gohil,CEO,ceo@asia.edu.au,0403143543,0403143543,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,08/11/2029,True,True,True,True,True,True,True,True,False,41338,Australian Harvard International College PTY LTD,Australian Harbour International College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,09/11/2015,09/11/2022,08/11/2029,,"Level 1 84-86 Mary St, SURRY HILLS, NSW, 2010",New South Wales,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,74603036102,603036102,http://www.ahic.edu.au,Mr Matrika Bimoli,matrika@ahic.edu.au,,0292680085,Mrs Dinita KAUCHA,Student Services & Administration Manager,,Australian Harvard International College PTY LTD,admissions@ahic.edu.au,+61292680085,+61292680085,Mr Matrika Bimoli,Principal,matrika@ahic.edu.au,,0292680085,True
